"origin","destination","storing","cause","date","dur_hours","dur_minutes"
"Arnhem","Nijmegen","Treinstoring Utrecht Centraal-Arnhem","seinstoring",2013-03-25 09:55:00,"1","42"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht Centraal-Arnhem","seinstoring",2013-03-25 09:55:00,"1","42"
"Amersfoort","Schiphol Airport","Treinstoring Amersfoort-Schiphol","overwegstoring",2013-03-25 07:57:00,"5","37"
"Amersfoort","Amsterdam Centraal","Treinstoring Amsterdam C-Amersfoort","overwegstoring",2013-03-25 07:12:00,"6","22"
"Den Haag Centraal","Leiden Centraal","Treinstoring Den Haag C-Almere C/Hilversum","defecte trein",2013-03-25 06:35:00,"2","52"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Zaandam","uitloop van werkzaamheden",2013-03-25 04:54:00,"1","14"
"Almelo","Deventer","Treinstoring Almelo","beperkingen op last van de politie",2013-03-24 20:15:00,"6","16"
"Almelo","Hengelo","Treinstoring Almelo","beperkingen op last van de politie",2013-03-24 20:15:00,"6","16"
"Almelo","Mariënberg","Treinstoring Almelo","beperkingen op last van de politie",2013-03-24 20:15:00,"6","16"
"Almelo","Zwolle","Treinstoring Almelo","beperkingen op last van de politie",2013-03-24 20:15:00,"6","16"
"Leiden Centraal","Schiphol Airport","Treinstoring Leiden Centraal-Schiphol","aanrijding met een persoon",2013-03-24 18:46:00,"2","13"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Gouda-Den Haag C","politieonderzoek",2013-03-24 17:51:00,"0","6"
"Harlingen Haven","Leeuwarden","Treinstoring Harlingen Haven-Leeuwarden","defecte spoorbrug",2013-03-24 12:16:00,"0","39"
"Leeuwarden","Stavoren","Treinstoring Stavoren-Leeuwarden","defecte spoorbrug",2013-03-24 12:16:00,"2","16"
"Heerlen","Sittard","Treinstoring Heerlen-Sittard","defecte trein",2013-03-23 22:32:00,"1","5"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Gouda-Den Haag C","aanrijding met een persoon",2013-03-23 19:53:00,"3","16"
"Breda","Dordrecht","Treinstoring Dordrecht-Breda/Roosendaal","persoon op het spoor",2013-03-23 17:21:00,"0","10"
"Dordrecht","Roosendaal","Treinstoring Dordrecht-Breda/Roosendaal","persoon op het spoor",2013-03-23 17:21:00,"0","10"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht Centraal-'s-Hertogenbosch","stroomstoring",2013-03-23 09:18:00,"3","33"
"Leiden Centraal","Utrecht Centraal","Treinstoring Alphen a/d Rijn-Utrecht Centraal","wisselstoring",2013-03-23 08:03:00,"2","8"
"Antwerpen-Centraal","Roosendaal","Treinstoring Roosendaal-Antwerpen-Centr","beschadigde bovenleiding",2013-03-22 18:17:00,"2","21"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Maliebaan-Overvecht","seinstoring",2013-03-22 16:49:00,"0","2"
"Arnhem","Utrecht Centraal","Treinstoring Maliebaan-Overvecht","seinstoring",2013-03-22 16:49:00,"0","2"
"Rhenen","Utrecht Centraal","Treinstoring Maliebaan-Overvecht","seinstoring",2013-03-22 16:49:00,"0","2"
"Tiel","Utrecht Centraal","Treinstoring Maliebaan-Overvecht","seinstoring",2013-03-22 16:49:00,"0","2"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht Centraal-Ede-Wageningen","defecte trein",2013-03-22 13:27:00,"1","59"
"Schiphol Airport","Utrecht Centraal","Treinstoring Utrecht Centraal-Schiphol","gestrande trein",2013-03-22 10:02:00,"2","15"
"Leiden Centraal","Utrecht Centraal","Treinstoring Leiden Centraal-Alphen a/d Rijn","overwegstoring",2013-03-22 06:20:00,"3","53"
"Hengelo","Zutphen","Treinstoring Zutphen-Hengelo","aanrijding",2013-03-21 20:01:00,"0","29"
"Hamm (Westf.)","Venlo","Treinstoring Venlo-Mönchengladbach  (sein- en wisselstoring)",NA,2013-03-21 07:09:00,"0","19"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Lelystad Centrum-Amsterdam C/Schiphol","wisselstoring",2013-03-20 21:35:00,"1","18"
"Lelystad Centrum","Schiphol Airport","Treinstoring Lelystad Centrum-Amsterdam C/Schiphol","wisselstoring",2013-03-20 21:35:00,"1","18"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol-Almere C/Hilversum/Utrecht Centraal","wisselstoring",2013-03-20 20:28:00,"1","51"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol-Almere C/Hilversum/Utrecht Centraal","wisselstoring",2013-03-20 20:28:00,"1","51"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Schiphol","defecte trein",2013-03-20 10:18:00,"0","23"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol","defecte trein",2013-03-20 10:18:00,"0","23"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol","defecte trein",2013-03-20 10:18:00,"0","23"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol","defecte trein",2013-03-20 10:18:00,"0","23"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol","defecte trein",2013-03-20 10:18:00,"0","23"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol","defecte trein",2013-03-20 10:18:00,"0","23"
"Schiphol Airport","Zaandam","Treinstoring Schiphol","defecte trein",2013-03-20 10:18:00,"0","23"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Rotterdam C-Sloterdijk","beschadigde bovenleiding",2013-03-20 10:14:00,"3","13"
"Den Haag HS","Leiden Centraal","Treinstoring Rotterdam C-Sloterdijk","beschadigde bovenleiding",2013-03-20 10:14:00,"3","13"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C-Sloterdijk","beschadigde bovenleiding",2013-03-20 10:14:00,"3","13"
"Leiden Centraal","Schiphol Airport","Treinstoring Rotterdam C-Sloterdijk","beschadigde bovenleiding",2013-03-20 10:14:00,"3","13"
"Schiphol Airport","Zaandam","Treinstoring Rotterdam C-Sloterdijk","beschadigde bovenleiding",2013-03-20 10:14:00,"3","13"
"'s-Hertogenbosch","Tilburg","Treinstoring 's-Hertogenbosch-Breda","seinstoring",2013-03-20 07:54:00,"0","23"
"Breda","Tilburg","Treinstoring 's-Hertogenbosch-Breda","seinstoring",2013-03-20 07:54:00,"0","23"
"Almelo","Deventer","Treinstoring Almelo-Deventer/Nijverdal","wisselstoring",2013-03-20 05:50:00,"1","53"
"Almelo","Zwolle","Treinstoring Almelo-Deventer/Nijverdal","wisselstoring",2013-03-20 05:50:00,"1","53"
"Breda","Tilburg","Treinstoring Breda-Tilburg","aanrijding met een persoon",2013-03-19 19:29:00,"2","35"
"Eindhoven","Venlo","Treinstoring Venlo-Eindhoven  (sein- en overwegstoring)",NA,2013-03-19 13:43:00,"0","38"
"Emmen","Zwolle","Treinstoring Emmen-Zwolle","wisselstoring",2013-03-18 15:34:00,"0","32"
"Groningen","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",2013-03-18 14:48:00,"4","44"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",2013-03-18 14:48:00,"4","44"
"Den Haag Centraal","Den Haag HS","Treinstoring Den Haag C-Den Haag HS","onverwachte werkzaamheden",2013-03-18 12:58:00,"3","35"
"Alkmaar","Hoorn","Treinstoring Alkmaar-Enkhuizen/Hoorn","overwegstoring",2013-03-17 22:21:00,"1","40"
"Breda","Roosendaal","Treinstoring Roosendaal-Breda","aanrijding met een persoon",2013-03-17 21:47:00,"3","19"
"'s-Hertogenbosch","Nijmegen","Treinstoring Nijmegen-'s-Hertogenbosch  (sein- en overwegstoring)",NA,2013-03-17 20:42:00,"1","9"
"'s-Hertogenbosch","Nijmegen","Treinstoring Oss-'s-Hertogenbosch","aanrijding met een persoon",2013-03-17 15:36:00,"1","55"
"Nijmegen","Venlo","Treinstoring Nijmegen-Venlo","politieonderzoek",2013-03-17 12:11:00,"0","30"
"Arnhem","Nijmegen","Treinstoring Arnhem-Nijmegen/Schiphol","defecte overweg",2013-03-17 10:43:00,"0","51"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Nijmegen/Schiphol","defecte overweg",2013-03-17 10:43:00,"0","51"
"Schiphol Airport","Utrecht Centraal","Treinstoring Arnhem-Nijmegen/Schiphol","defecte overweg",2013-03-17 10:43:00,"0","51"
"Roermond","Venlo","Treinstoring Venlo-Roermond","overwegstoring",2013-03-17 07:46:00,"0","56"
"Rhenen","Utrecht Centraal","Treinstoring Utrecht Centraal-Rhenen","defecte overweg",2013-03-17 07:33:00,"3","59"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Amersfoort","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Baarn","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Hilversum","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Leiden Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Rhenen","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Schiphol Airport","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Tiel","Utrecht Centraal","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Utrecht Centraal","Utrecht Maliebaan","Treinstoring Utrecht Centraal","beperkingen op last van de politie",2013-03-16 21:24:00,"1","18"
"Eindhoven","Tilburg","Treinstoring Eindhoven-Tilburg","aanrijding met een persoon",2013-03-16 20:18:00,"2","13"
"Amersfoort","Zwolle","Treinstoring Zwolle-Amersfoort","aanrijding met een voertuig",2013-03-15 19:13:00,"4","37"
"HSLBreda","Rotterdam Centraal","Treinstoring Breda-Amsterdam C","defecte trein",2013-03-15 11:43:00,"2","18"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Breda-Amsterdam C","defecte trein",2013-03-15 11:43:00,"2","18"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Breda-Amsterdam C","defecte trein",2013-03-15 11:43:00,"2","18"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Haarlem/Zaandam","aanrijding met een persoon",2013-03-15 10:44:00,"1","49"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Amsterdam C-Lelystad Centrum","wisselstoring",2013-03-15 10:21:00,"0","56"
"Amersfoort","Amsterdam Centraal","Treinstoring Amsterdam C-Amersfoort","wisselstoring",2013-03-15 10:21:00,"0","56"
NA,NA,"Treinstoring Testbericht","Test",2013-03-15 10:05:00,"0","24"
"Den Haag Centraal","Leiden Centraal","Treinstoring Leiden Centraal-Den Haag C/Den Haag HS","herstelwerkzaamheden",2013-03-15 00:50:00,"4","9"
"HSLBreda","Rotterdam Centraal","Treinstoring Breda-Amsterdam C","stroomstoring",2013-03-14 20:19:00,"1","11"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Breda-Amsterdam C","stroomstoring",2013-03-14 20:19:00,"1","11"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Breda-Amsterdam C","stroomstoring",2013-03-14 20:19:00,"1","11"
"Haarlem","Leiden Centraal","Treinstoring Haarlem-Leiden Centraal","defecte trein",2013-03-14 19:30:00,"2","4"
"Leeuwarden","Stavoren","Treinstoring Stavoren-Leeuwarden","wisselstoring",2013-03-14 19:12:00,"2","2"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol-Almere C/Hilversum","defecte trein",2013-03-14 18:22:00,"0","9"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Schiphol-Almere C/Hilversum","defecte trein",2013-03-14 18:22:00,"0","9"
"Amsterdam Centraal","Woerden","Treinstoring Schiphol-Almere C/Hilversum","defecte trein",2013-03-14 18:22:00,"0","9"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol-Almere C/Hilversum","defecte trein",2013-03-14 18:22:00,"0","9"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring 's-Hertogenbosch-Utrecht Centraal","herstelwerkzaamheden",2013-03-14 13:42:00,"1","32"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","wisselstoring",2013-03-14 12:23:00,"0","16"
"Den Haag HS","Leiden Centraal","Treinstoring Amsterdam C-Den Haag C, Haarlem-Den Haag HS","mensen op het spoor",2013-03-14 09:53:00,"0","49"
"Haarlem","Leiden Centraal","Treinstoring Amsterdam C-Den Haag C, Haarlem-Den Haag HS","mensen op het spoor",2013-03-14 09:53:00,"0","49"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Hilversum","seinstoring",2013-03-14 07:19:00,"3","49"
"Amersfoort","Amsterdam Centraal","Treinstoring Hilversum","seinstoring",2013-03-14 07:19:00,"3","49"
"Amersfoort","Schiphol Airport","Treinstoring Hilversum","seinstoring",2013-03-14 07:19:00,"3","49"
"Hilversum","Utrecht Centraal","Treinstoring Hilversum","seinstoring",2013-03-14 07:19:00,"3","49"
"Amsterdam Centraal","Haarlem","Treinstoring Haarlem-Leiden Centraal/Sloterdijk","wisselstoring",2013-03-14 07:09:00,"1","50"
"Eindhoven","Venlo","Treinstoring Eindhoven-Venlo","beschadigde bovenleiding",2013-03-14 07:09:00,"7","45"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","wisselstoring",2013-03-14 06:33:00,"1","14"
"Amersfoort","Zwolle","Treinstoring Zwolle-Amersfoort","aanrijding met een persoon",2013-03-13 18:52:00,"3","7"
"Den Haag Centraal","Leiden Centraal","Treinstoring Den Haag C-Leiden Centraal","wisselstoring",2013-03-13 18:36:00,"0","37"
"Arnhem","Zutphen","Treinstoring Arnhem-Zutphen","defecte trein",2013-03-13 11:22:00,"0","11"
"Arnhem","Frankfurt (M) Hbf","Treinstoring Arnhem-Duisburg/Winterswijk","defecte trein",2013-03-13 11:22:00,"0","11"
"Arnhem","Winterswijk","Treinstoring Arnhem-Duisburg/Winterswijk","defecte trein",2013-03-13 11:22:00,"0","11"
"Eindhoven","Tilburg","Treinstoring Tilburg-Eindhoven","wisselstoring",2013-03-13 09:33:00,"1","35"
"Deventer","Zwolle","Treinstoring Zwolle-Deventer  (sein- en overwegstoring)",NA,2013-03-12 20:47:00,"0","4"
"Heerlen","Stolberg Altstadt","Treinstoring Aachen-Heerlen","wisselstoring",2013-03-12 16:50:00,"1","9"
NA,NA,"Treinstoring Morgen weer normale dienstregeling",NA,2013-03-12 16:05:00,"0","35"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Deventer  (sein- en overwegstoring)",NA,2013-03-12 15:25:00,"2","32"
"Apeldoorn","Deventer","Treinstoring Amersfoort-Deventer  (sein- en overwegstoring)",NA,2013-03-12 15:25:00,"2","32"
"Amersfoort","Ede-Wageningen","Treinstoring Ede-Wageningen-Amersfoort  (sein- en overwegstoring)",NA,2013-03-12 14:58:00,"2","59"
"Maastricht","Sittard","Treinstoring Sittard-Maastricht","wisselstoring",2013-03-12 12:14:00,"1","8"
"Heerlen","Stolberg Altstadt","Treinstoring Aachen-Heerlen","wisselstoring",2013-03-12 09:14:00,"0","59"
"Antwerpen-Centraal","Roosendaal","Treinstoring Antwerpen-Centr-Roosendaal","sneeuw",2013-03-12 08:03:00,"0","47"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Haarlem/Zaandam","defecte trein",2013-03-12 07:57:00,"0","6"
NA,NA,"Treinstoring Zuid-Nederland: dinsdag aangepaste dienstregeling","Winterdienstregeling",2013-03-12 00:00:00,"30","39"
NA,NA,"Treinstoring Morgen aangepaste dienstregeling in Zuid-Nederland",NA,2013-03-11 16:49:00,"7","41"
"Rhenen","Utrecht Centraal","Treinstoring Rhenen-Utrecht Centraal","defecte trein",2013-03-11 16:18:00,"3","46"
"Antwerpen-Centraal","Roosendaal","Treinstoring Antwerpen-Centr-Roosendaal","defecte trein",2013-03-11 15:11:00,"2","16"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Hilversum-Almere C/Amsterdam C/Schiphol","wisselstoring",2013-03-11 06:08:00,"1","35"
"Amersfoort","Amsterdam Centraal","Treinstoring Hilversum-Almere C/Amsterdam C/Schiphol","wisselstoring",2013-03-11 06:08:00,"1","35"
"Amersfoort","Schiphol Airport","Treinstoring Hilversum-Almere C/Amsterdam C/Schiphol","wisselstoring",2013-03-11 06:08:00,"1","35"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol-Hoofddorp/Leiden Centraal/Rotterdam C","persoon op het spoor",2013-03-10 18:44:00,"0","4"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","defecte trein",2013-03-10 07:27:00,"1","41"
"Arnhem","Winterswijk","Treinstoring Winterswijk-Arnhem","defecte trein",2013-03-10 05:34:00,"0","27"
"Eindhoven","Venlo","Treinstoring Venlo-Eindhoven","aanrijding",NA,"0","46"
"Amersfoort","Zwolle","Treinstoring Amersfoort-Zwolle","overwegstoring",NA,"3","54"
"Amersfoort","Zwolle","Treinstoring Amersfoort-Zwolle","overwegstoring",NA,"1","4"
"Groningen","Bad Nieuweschans","Treinstoring Groningen-Leer (Ostfr.)/Veendam","seinstoring",NA,"1","26"
"Groningen","Leer (Ostfriesland)","Treinstoring Groningen-Leer (Ostfr.)/Veendam","seinstoring",NA,"1","26"
"'s-Hertogenbosch","Nijmegen","Treinstoring Oss-'s-Hertogenbosch/Nijmegen","aanrijding met een persoon",NA,"2","17"
"Harlingen Haven","Leeuwarden","Treinstoring Leeuwarden-Harlingen Haven","seinstoring",NA,"1","35"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Gouda-Amsterdam C/Utrecht Centraal","stroomstoring",NA,"0","35"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Gouda-Amsterdam C/Utrecht Centraal","stroomstoring",NA,"0","35"
"Amersfoort","Schiphol Airport","Treinstoring Amersfoort-Schiphol","seinstoring",NA,"2","8"
"Emmen","Zwolle","Treinstoring Emmen-Zwolle","wisselstoring",NA,"1","11"
"Groningen","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",NA,"1","33"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",NA,"1","33"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Lelystad Centrum-Almere C","defecte trein",NA,"0","14"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Lelystad Centrum-Almere C","defecte trein",NA,"0","14"
"Lelystad Centrum","Schiphol Airport","Treinstoring Lelystad Centrum-Almere C","defecte trein",NA,"0","14"
"Emmen","Zwolle","Treinstoring Emmen-Zwolle","wisselstoring",NA,"0","26"
"Groningen","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",NA,"0","27"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",NA,"0","27"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol-Hilversum","defecte trein",NA,"0","20"
"'s-Hertogenbosch","Nijmegen","Treinstoring Nijmegen-Oss","aanrijding met een persoon",NA,"1","48"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Hilversum-Utrecht Centraal","defecte bovenleiding",NA,"2","19"
"Hilversum","Utrecht Centraal","Treinstoring Hilversum-Utrecht Centraal","defecte bovenleiding",NA,"2","19"
"Arnhem","Utrecht Centraal","Treinstoring Ede-Wageningen-Utrecht Centraal","aanrijding met een persoon",NA,"2","2"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Hilversum-Utrecht Centraal","wisselstoring",NA,"1","3"
"Hilversum","Utrecht Centraal","Treinstoring Hilversum-Utrecht Centraal","wisselstoring",NA,"1","3"
"Almelo","Mariënberg","Treinstoring Mariënberg-Almelo","beperkingen in de materieelinzet",NA,"8","51"
"Arnhem","Tiel","Treinstoring Arnhem-Tiel","defect materieel",NA,"2","45"
"Eindhoven","Venlo","Treinstoring Eindhoven-Venlo","defecte overweg",NA,"10","11"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C-Breda","aanrijding met een persoon",NA,"0","42"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C-Breda","aanrijding met een persoon",NA,"0","42"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C-Breda","aanrijding met een persoon",NA,"0","42"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Sloterdijk-Schiphol","aanrijding met een persoon",NA,"3","33"
"Schiphol Airport","Zaandam","Treinstoring Sloterdijk-Schiphol","aanrijding met een persoon",NA,"3","33"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol-Almere C/Hilversum/Utrecht Centraal","aanrijding met een persoon",NA,"3","35"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol-Almere C/Hilversum/Utrecht Centraal","aanrijding met een persoon",NA,"3","35"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Almere C/Hilversum/Utrecht Centraal","aanrijding met een persoon",NA,"3","35"
"Arnhem","Winterswijk","Treinstoring Winterswijk-Arnhem  (sein- en overwegstoring)",NA,NA,"4","16"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Haarlem/Zaandam","aanrijding met een persoon",NA,"1","29"
"Almelo","Deventer","Treinstoring Almelo-Deventer","stroomstoring",NA,"0","55"
