"origin","destination","storing","cause","date","dur_hours","dur_minutes"
"Den Haag Centraal","Den Haag HS","Treinstoring Rotterdam C-Den Haag C/Den Haag HS","defect spoor",2013-04-19 13:24:00,"15","23"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C-Den Haag C/Den Haag HS","defect spoor",2013-04-19 13:24:00,"15","23"
"Deventer","Zwolle","Treinstoring Zwolle-Deventer","defect aan het spoor",2013-04-19 10:57:00,"0","22"
"Hengelo","Zutphen","Treinstoring Hengelo-Zutphen","defecte trein",2013-04-19 07:36:00,"4","31"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Gouda-Den Haag C","wisselstoring",2013-04-19 05:30:00,"1","4"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Apeldoorn","beperkingen op last van de brandweer",2013-04-18 19:54:00,"1","15"
"Amersfoort","Ede-Wageningen","Treinstoring Amersfoort-Apeldoorn","beperkingen op last van de brandweer",2013-04-18 19:54:00,"1","15"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Utrecht Centraal","stormschade",2013-04-18 16:45:00,"4","13"
"Amersfoort","Amsterdam Centraal","Treinstoring Amersfoort-Hilversum","wisselstoring",2013-04-18 16:39:00,"0","36"
"Amersfoort","Schiphol Airport","Treinstoring Amersfoort-Hilversum","wisselstoring",2013-04-18 16:39:00,"0","36"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Utrecht Centraal-Lelystad Centrum","wisselstoring",2013-04-18 16:04:00,"1","13"
"Hilversum","Utrecht Centraal","Treinstoring Utrecht Centraal-Lelystad Centrum","wisselstoring",2013-04-18 16:04:00,"1","13"
"Breda","Tilburg","Treinstoring Tilburg-Breda","seinstoring",2013-04-18 15:49:00,"0","50"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht-Geldermalsen","beperkingen op last van de politie",2013-04-18 15:32:00,"1","7"
"Groningen","Bad Nieuweschans","Treinstoring Leer (Ostfr.)-Groningen","aanrijding met een persoon",2013-04-18 15:24:00,"2","27"
"Groningen","Leer (Ostfriesland)","Treinstoring Leer (Ostfr.)-Groningen","aanrijding met een persoon",2013-04-18 15:24:00,"2","27"
"Nijmegen","Venlo","Treinstoring Venlo-Nijmegen","overwegstoring",2013-04-18 14:45:00,"0","20"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Utrecht Centraal","stormschade",2013-04-18 14:32:00,"6","28"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Utrecht Centraal","stormschade",2013-04-18 14:32:00,"0","44"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Haarlem/Zaandam","aanrijding met een persoon",2013-04-18 12:56:00,"2","9"
"Haarlem","Uitgeest","Treinstoring Alkmaar-Haarlem/Zaandam","aanrijding met een persoon",2013-04-18 12:56:00,"2","9"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch-Oss","aanrijding met een persoon",2013-04-18 12:35:00,"2","43"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Rotterdam C-Hoek v H Strand","overwegstoring",2013-04-18 12:00:00,"0","8"
"Arnhem","Nijmegen","Treinstoring Nijmegen-Arnhem","defecte trein",2013-04-18 10:41:00,"0","11"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Hilversum-Utrecht Centraal","defecte trein",2013-04-18 07:21:00,"1","46"
"Hilversum","Utrecht Centraal","Treinstoring Hilversum-Utrecht Centraal","defecte trein",2013-04-18 07:21:00,"1","46"
"Eindhoven","Tilburg","Treinstoring Eindhoven-Tilburg","herstelwerkzaamheden",2013-04-17 14:59:00,"1","3"
"'s-Hertogenbosch","Tilburg","Treinstoring Tilburg-'s-Hertogenbosch","herstelwerkzaamheden",2013-04-17 14:59:00,"1","3"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Almere C-Lelystad Centrum","inzet van hulpdiensten",2013-04-17 11:59:00,"0","28"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Almere C-Lelystad Centrum","inzet van hulpdiensten",2013-04-17 11:59:00,"0","28"
"Lelystad Centrum","Schiphol Airport","Treinstoring Almere C-Lelystad Centrum","inzet van hulpdiensten",2013-04-17 11:59:00,"0","28"
"Maastricht","Sittard","Treinstoring Maastricht-Sittard","aanrijding",2013-04-17 07:45:00,"1","40"
"Heerlen","Maastricht","Treinstoring Maastricht-Heerlen","aanrijding",2013-04-17 07:37:00,"13","22"
"Alkmaar","Hoorn","Treinstoring Alkmaar-Enkhuizen/Hoorn","aanrijding met een persoon",2013-04-17 00:35:00,"0","58"
"Winterswijk","Zutphen","Treinstoring Zutphen-Winterswijk  (sein- en overwegstoring)",NA,2013-04-16 21:34:00,"1","30"
"Alkmaar","Den Helder","Treinstoring Den Helder-Alkmaar","defecte bovenleiding",2013-04-16 17:59:00,"12","55"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Haarlem/Zaandam","beperkingen op last van de politie",2013-04-16 16:46:00,"0","13"
"Winterswijk","Zutphen","Treinstoring Winterswijk-Zutphen","aanrijding met een persoon",2013-04-16 13:41:00,"4","16"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Rotterdam C-Utrecht Centraal","inzet van hulpdiensten",2013-04-16 07:05:00,"0","37"
"Leeuwarden","Stavoren","Treinstoring Leeuwarden-Stavoren","seinstoring",2013-04-15 22:23:00,"2","21"
"Liège-Guillemins","Maastricht","Treinstoring Maastricht-Liège-Guillemins","defecte spoorbrug",2013-04-15 20:08:00,"1","56"
"Maastricht","Maastricht Randwyck","Treinstoring Maastricht-Liège-Guillemins","defecte spoorbrug",2013-04-15 20:08:00,"1","56"
"Leeuwarden","Stavoren","Treinstoring Leeuwarden-Stavoren","seinstoring",2013-04-15 19:28:00,"1","57"
"Arnhem","Zutphen","Treinstoring Arnhem-Zutphen","overwegstoring",2013-04-15 16:47:00,"0","30"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Den Haag C-Utrecht Centraal","wisselstoring",2013-04-15 15:05:00,"2","6"
"Leeuwarden","Stavoren","Treinstoring Leeuwarden-Stavoren","seinstoring",2013-04-15 14:41:00,"1","27"
"Eindhoven","Roermond","Treinstoring Roermond-Eindhoven","aanrijding met een persoon",2013-04-15 11:38:00,"1","36"
"Amersfoort","Amsterdam Centraal","Treinstoring Amsterdam C-Almere C/Gouda/Hilversum/Utrecht Centraal","defecte spoorbrug",2013-04-15 11:27:00,"0","43"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Amsterdam C-Almere C/Gouda/Hilversum/Utrecht Centraal","defecte spoorbrug",2013-04-15 11:27:00,"0","43"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Almere C/Gouda/Hilversum/Utrecht Centraal","defecte spoorbrug",2013-04-15 11:27:00,"0","43"
"Amsterdam Centraal","Woerden","Treinstoring Amsterdam C-Almere C/Gouda/Hilversum/Utrecht Centraal","defecte spoorbrug",2013-04-15 11:27:00,"0","43"
"Heerlen","Stolberg Altstadt","Treinstoring Aachen-Heerlen","defect wissel",2013-04-15 09:58:00,"3","45"
"Eindhoven","Tilburg","Treinstoring Tilburg-Eindhoven","aanrijding met een persoon",2013-04-15 09:20:00,"2","20"
"Breda","Dordrecht","Treinstoring Dordrecht-Breda","uitloop van werkzaamheden",2013-04-15 05:58:00,"1","10"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht Centraal-Ede-Wageningen/Rhenen","uitloop van werkzaamheden",2013-04-15 05:52:00,"0","48"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht Centraal-'s-Hertogenbosch/Tiel","uitloop van werkzaamheden",2013-04-15 05:52:00,"0","48"
"Tiel","Utrecht Centraal","Treinstoring Utrecht Centraal-'s-Hertogenbosch/Tiel","uitloop van werkzaamheden",2013-04-15 05:52:00,"0","48"
"Heerlen","Stolberg Altstadt","Treinstoring Aachen-Heerlen","uitloop van werkzaamheden",2013-04-15 04:51:00,"1","54"
"Amersfoort","Amsterdam Centraal","Treinstoring Amsterdam C-Amersfoort","defecte trein",2013-04-14 19:58:00,"0","43"
"Groningen","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",2013-04-14 19:48:00,"0","53"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",2013-04-14 19:48:00,"0","53"
"HSLBreda","Rotterdam Centraal","Treinstoring Breda-Rotterdam C","eerdere verstoring",2013-04-13 13:07:00,"0","17"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Schiphol","wisselstoring",2013-04-13 08:17:00,"2","25"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol","wisselstoring",2013-04-13 08:17:00,"2","25"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol","wisselstoring",2013-04-13 08:17:00,"2","25"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol","wisselstoring",2013-04-13 08:17:00,"2","25"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol","wisselstoring",2013-04-13 08:17:00,"2","25"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol","wisselstoring",2013-04-13 08:17:00,"2","25"
"Schiphol Airport","Zaandam","Treinstoring Schiphol","wisselstoring",2013-04-13 08:17:00,"2","25"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol-Sloterdijk","wisselstoring",2013-04-13 08:17:00,"0","59"
"Schiphol Airport","Zaandam","Treinstoring Schiphol-Sloterdijk","wisselstoring",2013-04-13 08:17:00,"0","59"
"'s-Hertogenbosch","Tilburg","Treinstoring 's-Hertogenbosch-Breda","defecte trein",2013-04-12 22:58:00,"2","18"
"Breda","Tilburg","Treinstoring 's-Hertogenbosch-Breda","defecte trein",2013-04-12 22:58:00,"2","18"
"Amersfoort","Zwolle","Treinstoring Zwolle-Amersfoort","defecte overweg",2013-04-12 21:38:00,"0","18"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Utrecht Centraal","wisselstoring",2013-04-12 19:14:00,"1","19"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Almere C-Amsterdam C/Hilversum/Schiphol","versperring",2013-04-12 15:49:00,"0","20"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Almere C-Amsterdam C/Hilversum/Schiphol","versperring",2013-04-12 15:49:00,"0","20"
"Lelystad Centrum","Schiphol Airport","Treinstoring Almere C-Amsterdam C/Hilversum/Schiphol","versperring",2013-04-12 15:49:00,"0","20"
"HSLBreda","Rotterdam Centraal","Treinstoring Breda-Rotterdam C","wisselstoring",2013-04-12 15:29:00,"2","15"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Rotterdam C-Utrecht Centraal","seinstoring",2013-04-12 14:11:00,"3","33"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht Centraal-'s-Hertogenbosch","seinstoring",2013-04-12 12:27:00,"2","6"
"'s-Hertogenbosch","Nijmegen","Treinstoring Oss-Nijmegen","aanrijding",2013-04-12 12:21:00,"0","14"
"Heerlen","Sittard","Treinstoring Sittard-Heerlen","eerdere verstoring",2013-04-12 08:19:00,"4","48"
"Hengelo","Zutphen","Treinstoring Hengelo-Zutphen","defecte trein",2013-04-12 07:19:00,"0","40"
"Den Haag Centraal","Den Haag HS","Treinstoring Den Haag C-Rotterdam C","koperdiefstal",2013-04-12 04:49:00,"1","40"
"Den Haag HS","Rotterdam Centraal","Treinstoring Den Haag C-Rotterdam C","koperdiefstal",2013-04-12 04:49:00,"1","40"
NA,NA,"Treinstoring Tijdelijk geen actuele informatie","Technische storing bij NS",2013-04-12 00:15:00,"0","34"
"Amersfoort","Zwolle","Treinstoring Amersfoort-Zwolle","defecte trein",2013-04-11 22:05:00,"2","59"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Zaandam","herstelwerkzaamheden",2013-04-11 20:58:00,"0","55"
"Haarlem","Uitgeest","Treinstoring Haarlem-Alkmaar","herstelwerkzaamheden",2013-04-11 20:54:00,"0","59"
"HSLBreda","Rotterdam Centraal","Treinstoring Breda-Rotterdam C","wisselstoring",2013-04-11 17:05:00,"1","17"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Amsterdam C/Schiphol","wisselstoring",2013-04-11 10:07:00,"0","52"
"Schiphol Airport","Utrecht Centraal","Treinstoring Utrecht Centraal-Amsterdam C/Schiphol","wisselstoring",2013-04-11 10:07:00,"0","52"
"Harlingen Haven","Leeuwarden","Treinstoring Leeuwarden-Harlingen Haven","seinstoring",2013-04-11 09:30:00,"1","23"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C-Den Haag C","defecte trein",2013-04-11 07:24:00,"0","23"
"Eindhoven","Roermond","Treinstoring Eindhoven-Sittard","overwegstoring",2013-04-11 06:22:00,"0","45"
"Roermond","Sittard","Treinstoring Eindhoven-Sittard","overwegstoring",2013-04-11 06:22:00,"0","45"
"Groningen","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",2013-04-10 18:55:00,"1","2"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","wisselstoring",2013-04-10 18:55:00,"1","2"
"Almelo","Deventer","Treinstoring Deventer","beperkingen op last van de politie",2013-04-10 16:00:00,"0","19"
"Apeldoorn","Deventer","Treinstoring Deventer","beperkingen op last van de politie",2013-04-10 16:00:00,"0","19"
"Deventer","Zutphen","Treinstoring Deventer","beperkingen op last van de politie",2013-04-10 16:00:00,"0","19"
"Deventer","Zwolle","Treinstoring Deventer","beperkingen op last van de politie",2013-04-10 16:00:00,"0","19"
"Winterswijk","Zutphen","Treinstoring Winterswijk-Zutphen","seinstoring",2013-04-10 15:38:00,"0","27"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Utrecht Centraal","defecte trein",2013-04-10 15:14:00,"0","8"
NA,NA,"Treinstoring Spoedreparatie Bergen op Zoom - Kruiningen-Yerseke","Spoedreparatie",2013-04-10 09:34:00,"1","51"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","seinstoring",2013-04-10 08:05:00,"5","54"
"Alkmaar","Amsterdam Centraal","Treinstoring Amsterdam C","uitloop van werkzaamheden",2013-04-10 05:42:00,"0","35"
"Amersfoort","Amsterdam Centraal","Treinstoring Amsterdam C","uitloop van werkzaamheden",2013-04-10 05:42:00,"0","35"
"Amsterdam Centraal","Haarlem","Treinstoring Amsterdam C","uitloop van werkzaamheden",2013-04-10 05:42:00,"0","35"
"Amsterdam Centraal","Hoorn","Treinstoring Amsterdam C","uitloop van werkzaamheden",2013-04-10 05:42:00,"0","35"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Amsterdam C","uitloop van werkzaamheden",2013-04-10 05:42:00,"0","35"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C","uitloop van werkzaamheden",2013-04-10 05:42:00,"0","35"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C","uitloop van werkzaamheden",2013-04-10 05:42:00,"0","35"
"Amsterdam Centraal","Woerden","Treinstoring Amsterdam C","uitloop van werkzaamheden",2013-04-10 05:42:00,"0","35"
"Harlingen Haven","Leeuwarden","Treinstoring Harlingen Haven-Leeuwarden","seinstoring",NA,"1","0"
"Alphen a/d Rijn","Gouda","Treinstoring Alphen a/d Rijn-Gouda","persoon op het spoor",NA,"0","14"
"Amersfoort","Amsterdam Centraal","Treinstoring Hilversum-Amersfoort","persoon op het spoor",NA,"0","4"
"Amersfoort","Schiphol Airport","Treinstoring Hilversum-Amersfoort","persoon op het spoor",NA,"0","4"
"Leiden Centraal","Utrecht Centraal","Treinstoring Alphen a/d Rijn-Leiden Centraal","overwegstoring",NA,"1","20"
"Leiden Centraal","Utrecht Centraal","Treinstoring Alphen a/d Rijn-Leiden Centraal","aanrijding met een persoon",NA,"1","56"
"Alkmaar","Amsterdam Centraal","Treinstoring Zaandam-Alkmaar","aanrijding met een persoon",NA,"1","31"
"Leeuwarden","Stavoren","Treinstoring Leeuwarden-Stavoren","eerdere verstoring",NA,"2","11"
"Amsterdam Centraal","Haarlem","Treinstoring Haarlem-Sloterdijk","aanrijding met een persoon",NA,"2","5"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch-Nijmegen","defecte trein",NA,"0","4"
"Harlingen Haven","Leeuwarden","Treinstoring Leeuwarden-Harlingen Haven","seinstoring",NA,"0","20"
"Arnhem","Frankfurt (M) Hbf","Treinstoring Arnhem-Duisburg/Winterswijk","eerdere verstoring",NA,"3","0"
"Arnhem","Winterswijk","Treinstoring Arnhem-Duisburg/Winterswijk","eerdere verstoring",NA,"3","0"
"Arnhem","Nijmegen","Treinstoring Nijmegen-Zutphen","defect materieel",NA,"1","43"
"Arnhem","Zutphen","Treinstoring Nijmegen-Zutphen","defect materieel",NA,"1","43"
"Arnhem","Nijmegen","Treinstoring Arnhem-Nijmegen/Schiphol","overwegstoring",NA,"5","54"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Nijmegen/Schiphol","overwegstoring",NA,"5","54"
"Schiphol Airport","Utrecht Centraal","Treinstoring Arnhem-Nijmegen/Schiphol","overwegstoring",NA,"5","54"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Hoek v H Strand-Rotterdam C","eerdere verstoring",NA,"4","30"
"Den Haag HS","Rotterdam Centraal","Treinstoring Delft-Den Haag HS","aanrijding met een persoon",NA,"2","19"
"Breda","Dordrecht","Treinstoring Dordrecht-Breda/Roosendaal","aanrijding met een persoon",NA,"1","7"
"Dordrecht","Roosendaal","Treinstoring Dordrecht-Breda/Roosendaal","aanrijding met een persoon",NA,"1","7"
"Haarlem","Leiden Centraal","Treinstoring Leiden Centraal-Haarlem","aanrijding met een persoon",NA,"2","29"
"Deventer","Zutphen","Treinstoring Deventer-Zutphen","aanrijding met een persoon",NA,"2","53"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Haarlem/Zaandam","aanrijding met een persoon",NA,"2","9"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht  (sein- en overwegstoring)",NA,NA,"7","52"
"Lelystad Centrum","Schiphol Airport","Treinstoring Almere C-Schiphol","wisselstoring",NA,"3","20"
"Amsterdam Centraal","Haarlem","Treinstoring Haarlem-Sloterdijk","defecte spoorbrug",NA,"1","26"
"HSLBreda","Rotterdam Centraal","Treinstoring Breda-Rotterdam C","wisselstoring",NA,"1","41"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","wisselstoring",NA,"6","12"
"Amsterdam Centraal","Woerden","Treinstoring Amsterdam C-Gouda","defecte bovenleiding",NA,"8","37"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Alphen a/d Rijn/Gouda","defecte bovenleiding",NA,"11","15"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Alphen a/d Rijn/Gouda","defecte bovenleiding",NA,"11","15"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Utrecht Centraal","wisselstoring",NA,"1","30"
"Amsterdam Centraal","Haarlem","Treinstoring Amsterdam C-Haarlem","defecte trein",NA,"0","23"
"Leiden Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Alphen a/d Rijn","defecte spoorbrug",NA,"1","24"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht-Geldermalsen","wisselstoring",NA,"1","10"
"Alphen a/d Rijn","Gouda","Treinstoring Gouda-Alphen a/d Rijn","aanrijding met een persoon",NA,"2","52"
"Leeuwarden","Zwolle","Treinstoring Leeuwarden-Zwolle","defecte bovenleiding",NA,"4","55"
"Groningen","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","eerdere verstoring",NA,"5","32"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","eerdere verstoring",NA,"5","32"
"Groningen","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","herstelwerkzaamheden",NA,"5","37"
NA,NA,"Treinstoring Zwolle-Meppel vanaf 21.40 uur",NA,NA,"4","31"
"Kampen","Zwolle","Treinstoring Kampen-Zwolle","beschadigd spoorviaduct",NA,"1","40"
"Arnhem","Tiel","Treinstoring Arnhem-Tiel","beperkingen op last van de brandweer",NA,"0","14"
"Arnhem","Nijmegen","Treinstoring Arnhem-Nijmegen","beperkingen op last van de brandweer",NA,"0","19"
"Amsterdam Centraal","Hoorn","Treinstoring Amsterdam C-Enkhuizen","wisselstoring",NA,"3","48"
"Enkhuizen","Hoorn","Treinstoring Amsterdam C-Enkhuizen","wisselstoring",NA,"3","48"
"Rhenen","Utrecht Centraal","Treinstoring Utrecht Centraal-Rhenen","defect aan het spoor",NA,"3","34"
"Arnhem","Winterswijk","Treinstoring Winterswijk-Arnhem","wisselstoring",NA,"6","15"
"Delfzijl","Groningen","Treinstoring Groningen-Delfzijl","seinstoring",NA,"1","21"
"Breda","Dordrecht","Treinstoring Dordrecht-Breda/Roosendaal","defecte trein",NA,"1","3"
"Dordrecht","Roosendaal","Treinstoring Dordrecht-Breda/Roosendaal","defecte trein",NA,"1","3"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Amsterdam C/Schiphol","defect aan het spoor",NA,"9","4"
"Schiphol Airport","Utrecht Centraal","Treinstoring Utrecht Centraal-Amsterdam C/Schiphol","defect aan het spoor",NA,"9","4"
"Dordrecht","Rotterdam Centraal","Treinstoring Rotterdam C-Antwerpen-Centr/Breda/Dordrecht","defecte trein",NA,"0","15"
"Roermond","Venlo","Treinstoring Roermond-Venlo","defecte trein",NA,"0","25"
"Eindhoven","Venlo","Treinstoring Eindhoven-Venlo","defecte trein",NA,"0","45"
"Roermond","Venlo","Treinstoring Roermond-Venlo","aanrijding met een persoon",NA,"1","0"
"Amersfoort","Zwolle","Treinstoring Zwolle-Amersfoort","aanrijding met een persoon",NA,"1","45"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","seinstoring",NA,"0","21"
"Groningen","Zwolle","Treinstoring Zwolle-Assen","aanrijding met een persoon",NA,"4","1"
"Hamm (Westf.)","Venlo","Treinstoring Mönchengladbach-Venlo","wisselstoring",NA,"0","28"
"Roermond","Venlo","Treinstoring Roermond-Venlo","wisselstoring",NA,"1","1"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Rotterdam C-Hoek v H Strand","defecte spoorbrug",NA,"3","18"
"Den Haag Centraal","Den Haag HS","Treinstoring Rotterdam C-Den Haag C","defecte spoorbrug",NA,"6","55"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C-Den Haag C","defecte spoorbrug",NA,"6","55"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Den Haag C-Utrecht Centraal","inzet van hulpdiensten",NA,"0","6"
"Groningen","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","aanrijding met een persoon",NA,"1","47"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Assen/Leeuwarden","aanrijding met een persoon",NA,"1","47"
"Groningen","Leeuwarden","Treinstoring Groningen-Leeuwarden","seinstoring",NA,"2","53"
"'s-Hertogenbosch","Nijmegen","Treinstoring Oss-Nijmegen","aanrijding met een persoon",NA,"1","18"
"'s-Hertogenbosch","Tilburg","Treinstoring Tilburg-'s-Hertogenbosch","eerdere verstoring",NA,"2","47"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht-Geldermalsen","aanrijding met een persoon",NA,"2","36"
"Hengelo","Zutphen","Treinstoring Zutphen-Hengelo","aanrijding",NA,"0","47"
"Almelo","Zwolle","Treinstoring Almelo-Zwolle","eerdere verstoring",NA,"4","50"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht-Geldermalsen","overwegstoring",NA,"1","9"
"Amersfoort","Schiphol Airport","Treinstoring Amersfoort-Schiphol","wisselstoring",2013-03-30 20:34:00,"2","8"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Almere C-Hilversum","aanrijding met een persoon",2013-03-30 14:41:00,"2","15"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Almere C-Amsterdam C/Schiphol","aanrijding met een persoon",2013-03-30 14:41:00,"2","17"
"Lelystad Centrum","Schiphol Airport","Treinstoring Almere C-Amsterdam C/Schiphol","aanrijding met een persoon",2013-03-30 14:41:00,"2","17"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Gouda/Utrecht Centraal, Schiphol-Utrecht Centraal","brandmelding",2013-03-30 12:36:00,"0","39"
"Amsterdam Centraal","Woerden","Treinstoring Amsterdam C-Gouda/Utrecht Centraal, Schiphol-Utrecht Centraal","brandmelding",2013-03-30 12:36:00,"0","39"
"Schiphol Airport","Utrecht Centraal","Treinstoring Amsterdam C-Gouda/Utrecht Centraal, Schiphol-Utrecht Centraal","brandmelding",2013-03-30 12:36:00,"0","39"
"Arnhem","Frankfurt (M) Hbf","Treinstoring Arnhem-Duisburg/Winterswijk  (sein- en overwegstoring)",NA,2013-03-30 12:08:00,"5","5"
"Arnhem","Winterswijk","Treinstoring Arnhem-Duisburg/Winterswijk  (sein- en overwegstoring)",NA,2013-03-30 12:08:00,"5","5"
"Heerlen","Maastricht","Treinstoring Maastricht-Heerlen","geplande werkzaamheden",2013-03-30 05:59:00,"5","0"
"'s-Hertogenbosch","Nijmegen","Treinstoring Nijmegen-'s-Hertogenbosch","aanrijding met een persoon",2013-03-29 21:47:00,"2","45"
"Arnhem","Tiel","Treinstoring Arnhem-Tiel","seinstoring",2013-03-29 21:34:00,"3","51"
"Arnhem","Tiel","Treinstoring Tiel-Arnhem","seinstoring",2013-03-29 21:13:00,"0","21"
"Arnhem","Nijmegen","Treinstoring Arnhem-Nijmegen","seinstoring",2013-03-29 21:07:00,"5","15"
"Berlin Ostbahnhof","Hengelo","Treinstoring Hengelo-Bad Bentheim/Oldenzaal","wisselstoring",2013-03-29 19:20:00,"1","9"
"Hengelo","Oldenzaal","Treinstoring Hengelo-Bad Bentheim/Oldenzaal","wisselstoring",2013-03-29 19:20:00,"1","9"
"Den Haag Centraal","Leiden Centraal","Treinstoring Den Haag C-Leiden Centraal","beperkingen op last van de politie",2013-03-29 16:03:00,"0","20"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol-Leiden Centraal","aanrijding met een persoon",2013-03-29 05:59:00,"1","35"
"Almelo","Zwolle","Treinstoring Zwolle-Nijverdal West","seinstoring",2013-03-28 11:53:00,"0","41"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C-Delft/Hoek v H Strand","defecte spoorbrug",2013-03-28 11:27:00,"0","13"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Rotterdam C-Delft/Hoek v H Strand","defecte spoorbrug",2013-03-28 11:27:00,"0","13"
"'s-Hertogenbosch","Tilburg","Treinstoring Tilburg-'s-Hertogenbosch","stroomstoring",2013-03-27 14:51:00,"2","20"
"Arnhem","Winterswijk","Treinstoring Winterswijk-Arnhem","wisselstoring",2013-03-27 09:33:00,"1","41"
"Eindhoven","Venlo","Treinstoring Helmond-Venlo","aanrijding",2013-03-26 22:28:00,"1","41"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C-Den Haag HS","defecte trein",2013-03-26 16:46:00,"0","52"
"Berlin Ostbahnhof","Hengelo","Treinstoring Hengelo-Bad Bentheim/Oldenzaal","wisselstoring",2013-03-26 11:59:00,"0","23"
"Hengelo","Oldenzaal","Treinstoring Hengelo-Bad Bentheim/Oldenzaal","wisselstoring",2013-03-26 11:59:00,"0","23"
"Alkmaar","Hoorn","Treinstoring Alkmaar-Enkhuizen/Hoorn","wisselstoring",2013-03-26 10:15:00,"0","41"
"Amersfoort","Zwolle","Treinstoring Amersfoort-Zwolle","aanrijding",2013-03-25 23:36:00,"1","24"
